Date,AAPL,MSFT,AMZN,GOOGL,META
2015-02-02,0.012251284262306403,0.021443222252500387,0.027651274909043445,-0.010001152894089517,-0.012193656715378847
2015-02-03,0.00018947073302266485,0.007716989735423967,-0.002527404438694762,0.0020647074358745043,0.0054525037006124535
2015-02-04,0.007515696149529442,0.005750302661387978,0.0032953483068292834,-0.013592813877738575,0.0030457548540275656
2015-02-05,0.007302844356891692,0.014465953903249961,0.024749449103500114,0.007060100762886433,-0.000264480297759605
2015-02-06,-0.008714096597446383,-0.0009084858965555275,0.0010425439013168765,0.007619868054971073,-0.015192189847624334
2015-02-09,0.0068045473395923475,-0.001181442156094375,-0.009988805463136446,-0.008650870227254213,-0.00040292794850418944
2015-02-10,0.019058145948718665,0.005595359578291923,0.006536234688380117,0.02034271306511292,0.010024811615885478
2015-02-11,0.023093519587568934,-0.005139102527252188,0.005747679999239499,-0.00400273837316314,0.017403207853825004
2015-02-12,0.012745789350053237,0.016631419866500206,0.00539672456012847,0.014776733185656744,-0.003666365243578068
2015-02-13,0.004772014233927839,0.017897557472683043,0.012279469182702726,0.009385308269181847,-0.006448663526533742
2015-02-17,0.006063648044026321,0.0004166926606930737,-0.01690344765804021,-0.01121774061767138,-0.0018501392881614773
2015-02-18,0.006702274182277704,-0.0011204215230992997,-0.005502150632948514,-0.004340563336202785,0.014575794785717577
2015-02-19,-0.0020547761603797797,-0.0005925784376538335,0.014939934426018008,0.006977762593779871,0.03471814773190056
2015-02-20,0.00827341912078396,0.007990109198125843,0.012246924198135833,-0.008547360114440078,0.005900462790845223
2015-02-23,0.02672929787921843,0.006701680522633677,-0.009217137785500162,-0.012627508386585478,-0.01323020620943107
2015-02-24,-0.006386086505934406,-0.0013078972373814029,-0.0040857805971992005,0.006794009886878419,-0.004959003105477813
2015-02-25,-0.02598101404669349,-0.0021556004707812756,0.017750086421046005,0.01598845208515009,0.014049974806729771
2015-02-26,0.012673267273530894,0.0014629542986883879,-0.0014801929549869601,0.021618404418193633,0.010627092574286193
2015-02-27,-0.01523916111227552,-0.004701137113159528,-0.012131502057325954,0.005957776574887889,-0.01807051305056809
2015-03-02,0.004861603677488542,0.0006405702612212539,0.01433800564578273,0.02177685122030699,0.009828708155464438
2015-03-03,0.00232160163043031,-0.013757966520205098,-0.0027003885233084337,0.006537710670372206,-0.0018826488146166764
2015-03-04,-0.00650366451193653,-0.005153711678249524,-0.0049261825344876055,-0.0007944892702170941,0.016076114179523978
2015-03-05,-0.016678645172287235,0.0012560522966674026,0.013263447957891236,0.005344552049594053,0.003948185264458237
2015-03-06,0.0014972420630119353,-0.017626202802231122,-0.020159032497072658,-0.014777317701624491,-0.015011757620437789
2015-03-09,0.00417545983374826,0.01155410749270853,-0.004033485993008946,0.002089499193106442,-0.007024614936964466
2015-03-10,-0.020909983780489524,-0.01934544000656971,-0.024196777168519416,-0.025137359096350915,-0.024079130114369334
2015-03-11,-0.018384839066725975,-0.0010763122894923947,-0.008534051902949263,-0.0074565710740214395,0.0002578648802324062
2015-03-12,0.00543626529701297,-0.018878084700485836,0.0212535511173155,0.010149124143864457,0.017380629217531047
2015-03-13,0.0058307720291460065,0.004357695864413471,-0.009827956981600414,-0.01500119995532569,-0.0112117367588701
2015-03-16,0.010654209746659328,0.0043805236046198315,0.007446971627442211,0.015501673628345447,0.00025621317075855956
2015-03-17,0.01657019306733939,0.003119615953512053,-0.0038375400993814293,-0.007198701108511021,0.01638860284441784
2015-03-18,0.01119950293432925,0.01931620413358645,0.008620512249866069,0.015214947302363493,0.019342962843130935
2015-03-19,-0.007452381455145807,-0.005324646102542122,-0.005077645266374127,-0.0044059665429987075,0.022486588437424078
2015-03-20,-0.012509836936775204,0.014138330422137853,0.013968008083405509,0.0022658122952267943,0.012608993230865036
2015-03-23,0.0101506113979805,-0.0006878868791794885,-0.008970336159293336,0.0007458472637530626,0.007489781193371229
2015-03-24,-0.004066974796590503,0.0011300426654129408,-0.0027229061137439264,0.021297242723532128,0.010368892239194755
2015-03-25,-0.02632546121925161,-0.034087277917409085,-0.00840217009298414,-0.01841852268681933,-0.028415393353024575
2015-03-26,0.006762867036919304,-0.006064778362664574,-0.009779168016918841,-0.005943796591925179,0.0010847948993655348
2015-03-27,-0.007910214104523404,-0.00588160841827204,0.008700302878289247,-0.010863561732875414,0.0034874667058526006
2015-03-30,0.02492828215438379,-0.00022017602880109412,0.010816719567606582,0.006419974501862417,-0.0013214008770006092
2015-03-31,-0.015483811701011837,-0.007503598549166826,-0.006669459159605483,-0.011545266348521446,-0.011789381129606835
2015-04-01,-0.0014261330449275612,0.0016653976361636594,-0.00495717379154623,-0.009438354013783928,-0.006651029796005126
2015-04-02,0.008558608376531485,-0.010676938685274797,0.005360210003087864,-0.014993932338764377,-0.0013477916639298608
2015-04-06,0.01600073836885252,0.03059030465108525,0.012785611051356977,0.004860645447434369,0.01073181031600377
2015-04-07,-0.010481109053635545,-0.00021714619870668182,-0.006999828967018648,0.0016739244153612459,-0.0014566644964641555
2015-04-08,-0.003160527391858638,-0.0026708538906844055,0.017972718131590192,0.007278765790350281,-0.0004860267410376531
2015-04-09,0.007599684293828224,0.0014980064255817145,0.006119746065322534,-0.001496937779645345,-0.0013377928416599422
2015-04-10,0.004070779898284825,0.005648209233670353,-0.0023231845894394402,0.0009518580253733513,-0.0015833387389166198
